"","appl_no","approval_date1","appl_type","doc_type1","ingredient","df_new","trade_name","productmktstatus","applicant","reviewpriority1","combination_totalnumber","approval_year","generics_presence"
"815","ANDA209645",2022-04-22,2,NA,"ENZALUTAMIDE","CAPSULE;ORAL","ENZALUTAMIDE",3,"APOTEX","STANDARD",NA,NA,1
"816","ANDA218047",2024-04-05,2,NA,"ERIBULIN MESYLATE","SOLUTION;INTRAVENOUS","ERIBULIN MESYLATE",1,"GLAND PHARMA LTD","STANDARD",NA,NA,1
"817","ANDA216947",2023-07-13,2,NA,"ERTUGLIFLOZIN","TABLET;ORAL","ERTUGLIFLOZIN",3,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"818","ANDA217071",2024-04-17,2,NA,"ERTUGLIFLOZIN","TABLET;ORAL","ERTUGLIFLOZIN",1,"HETERO LABS","STANDARD",NA,NA,1
"819","ANDA211238",2021-06-29,2,NA,"ESLICARBAZEPINE ACETATE","TABLET;ORAL","ESLICARBAZEPINE ACETATE",1,"DR REDDYS","STANDARD",NA,NA,1
"820","ANDA211186",2023-08-03,2,NA,"ESLICARBAZEPINE ACETATE","TABLET;ORAL","ESLICARBAZEPINE ACETATE",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"821","ANDA211199",2023-10-06,2,NA,"ESLICARBAZEPINE ACETATE","TABLET;ORAL","ESLICARBAZEPINE ACETATE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"822","ANDA211236",2023-12-07,2,NA,"ESLICARBAZEPINE ACETATE","TABLET;ORAL","ESLICARBAZEPINE ACETATE",3,"APOTEX","STANDARD",NA,NA,1
"823","ANDA211227",2024-02-27,2,NA,"ESLICARBAZEPINE ACETATE","TABLET;ORAL","ESLICARBAZEPINE ACETATE",3,"TORRENT","STANDARD",NA,NA,1
"824","ANDA211246",2024-03-27,2,NA,"ESLICARBAZEPINE ACETATE","TABLET;ORAL","ESLICARBAZEPINE ACETATE",1,"LUPIN LTD","STANDARD",NA,NA,1
"825","ANDA214196",2021-06-14,2,NA,"ETRAVIRINE","TABLET;ORAL","ETRAVIRINE",1,"AMNEAL","STANDARD",NA,NA,1
"826","ANDA215402",2022-04-13,2,NA,"ETRAVIRINE","TABLET;ORAL","ETRAVIRINE",1,"CARNEGIE","STANDARD",NA,NA,1
"827","ANDA206133",2018-04-12,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"HIKMA","STANDARD",NA,NA,1
"828","ANDA207934",2019-12-09,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"ENDO OPERATIONS","STANDARD",NA,NA,1
"829","ANDA210050",2019-12-09,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"830","ANDA207486",2020-06-08,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"HIKMA","STANDARD",NA,NA,1
"831","ANDA212936",2020-06-08,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"MYLAN","STANDARD",NA,NA,1
"832","ANDA214182",2021-02-11,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"BIOCON PHARMA","STANDARD",NA,NA,1
"833","ANDA205426",2021-03-05,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"BRECKENRIDGE","STANDARD",NA,NA,1
"834","ANDA205432",2021-05-20,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"BRECKENRIDGE","STANDARD",NA,NA,1
"835","ANDA205775",2021-10-18,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"ENDO OPERATIONS","STANDARD",NA,NA,1
"836","ANDA214138",2021-11-26,2,NA,"EVEROLIMUS","TABLET;ORAL","EVEROLIMUS",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"837","ANDA205385",2019-07-01,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",3,"MYLAN","STANDARD",NA,NA,1
"838","ANDA205421",2019-07-01,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"ALEMBIC","STANDARD",NA,NA,1
"839","ANDA205467",2019-07-01,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"SUN PHARM","STANDARD",NA,NA,1
"840","ANDA205414",2019-10-15,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"HIKMA","STANDARD",NA,NA,1
"841","ANDA210292",2019-12-30,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"INDOCO","STANDARD",NA,NA,1
"842","ANDA210461",2019-12-30,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"MSN","STANDARD",NA,NA,1
"843","ANDA213069",2020-06-02,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"SUNSHINE","STANDARD",NA,NA,1
"844","ANDA205374",2020-10-22,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"DR REDDYS","STANDARD",NA,NA,1
"845","ANDA212924",2021-12-07,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"846","ANDA206266",2022-03-28,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"PRINSTON INC","STANDARD",NA,NA,1
"847","ANDA205443",2023-01-09,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"ZYDUS LIFESCIENCES","STANDARD",NA,NA,1
"848","ANDA207293",2023-09-28,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"MACLEODS PHARMS LTD","STANDARD",NA,NA,1
"849","ANDA210741",2023-10-25,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"850","ANDA211837",2023-12-19,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",3,"TORRENT","STANDARD",NA,NA,1
"851","ANDA205406",2024-01-17,2,NA,"FEBUXOSTAT","TABLET;ORAL","FEBUXOSTAT",3,"LUPIN LTD","STANDARD",NA,NA,1
"852","ANDA204827",2015-12-10,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"853","ANDA205007",2017-02-17,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"854","ANDA204946",2017-10-03,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"855","ANDA204975",2019-08-13,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",1,"DR REDDYS","STANDARD",NA,NA,1
"856","ANDA204504",2023-01-04,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",3,"ANI PHARMS","STANDARD",NA,NA,1
"857","ANDA204868",2023-01-04,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",3,"ACTAVIS LABS FL INC","STANDARD",NA,NA,1
"858","ANDA204973",2023-01-04,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",1,"ALEMBIC","STANDARD",NA,NA,1
"859","ANDA205002",2023-01-04,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",1,"AMNEAL PHARMS NY","STANDARD",NA,NA,1
"860","ANDA205012",2023-01-04,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",3,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"861","ANDA204983",2023-01-05,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",3,"CHARTWELL RX","STANDARD",NA,NA,1
"862","ANDA204792",2024-01-09,2,NA,"FESOTERODINE FUMARATE","TABLET, EXTENDED RELEASE;ORAL","FESOTERODINE FUMARATE",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"863","ANDA208443",2024-01-16,2,NA,"FIDAXOMICIN","TABLET;ORAL","FIDAXOMICIN",1,"ACTAVIS LABS FL","STANDARD",NA,NA,1
"864","ANDA207979",2019-12-04,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"BIOCON LTD","STANDARD",NA,NA,1
"865","ANDA208014",2019-12-04,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"SUN PHARM","STANDARD",NA,NA,1
"866","ANDA207933",2020-05-18,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"867","ANDA207985",2020-06-18,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"GLENMARK PHARMS LTD","STANDARD",NA,NA,1
"868","ANDA207971",2020-06-29,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",3,"CHARTWELL RX","STANDARD",NA,NA,1
"869","ANDA208008",2020-07-02,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"870","ANDA207994",2020-10-14,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"871","ANDA207991",2020-10-28,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"872","ANDA207993",2020-12-18,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"APOTEX","STANDARD",NA,NA,1
"873","ANDA208004",2020-12-30,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"874","ANDA208005",2021-01-19,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"MYLAN","STANDARD",NA,NA,1
"875","ANDA208000",2021-03-05,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"DR REDDYS","STANDARD",NA,NA,1
"876","ANDA207939",2021-11-10,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"HEC PHARM CO LTD","STANDARD",NA,NA,1
"877","ANDA212152",2021-11-12,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",3,"TEVA PHARMS USA","STANDARD",NA,NA,1
"878","ANDA208003",2022-09-07,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"PRINSTON INC","STANDARD",NA,NA,1
"879","ANDA210252",2023-05-24,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"BIONPHARMA","STANDARD",NA,NA,1
"880","ANDA207945",2023-12-06,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"EZRA VENTURES","STANDARD",NA,NA,1
"881","ANDA207983",2024-02-28,2,NA,"FINGOLIMOD HYDROCHLORIDE","CAPSULE;ORAL","FINGOLIMOD HYDROCHLORIDE",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"882","ANDA206197",2016-06-09,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"FRESENIUS KABI USA","STANDARD",NA,NA,1
"883","ANDA204015",2019-09-05,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",3,"MYLAN LABS LTD","STANDARD",NA,NA,1
"884","ANDA205020",2019-09-05,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",3,"APOTEX","STANDARD",NA,NA,1
"885","ANDA209965",2019-09-05,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"MSN","STANDARD",NA,NA,1
"886","ANDA210689",2019-09-05,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"LUPIN LTD","STANDARD",NA,NA,1
"887","ANDA211624",2019-09-05,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",3,"ARTHUR GRP","STANDARD",NA,NA,1
"888","ANDA211860",2019-09-05,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"BAXTER HLTHCARE CORP","STANDARD",NA,NA,1
"889","ANDA212309",2019-09-05,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"BE PHARMS","STANDARD",NA,NA,1
"890","ANDA212957",2020-08-20,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"NAVINTA LLC","STANDARD",NA,NA,1
"891","ANDA204025",2020-08-26,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",3,"ACCORD HLTHCARE","",NA,NA,1
"892","ANDA213106",2020-09-08,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"QILU PHARM HAINAN","STANDARD",NA,NA,1
"893","ANDA203939",2020-12-08,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",3,"SANDOZ","STANDARD",NA,NA,1
"894","ANDA211160",2020-12-09,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"DR REDDYS","STANDARD",NA,NA,1
"895","ANDA210625",2021-01-12,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"EUGIA PHARMA","STANDARD",NA,NA,1
"896","ANDA212143",2021-03-03,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"CHIA TAI TIANQING","STANDARD",NA,NA,1
"897","ANDA214616",2021-07-29,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"ASPIRO","STANDARD",NA,NA,1
"898","ANDA213199",2021-10-04,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",3,"ARTHUR GRP","STANDARD",NA,NA,1
"899","ANDA214683",2023-05-16,2,NA,"FOSAPREPITANT DIMEGLUMINE","POWDER;INTRAVENOUS","FOSAPREPITANT DIMEGLUMINE",1,"PIRAMAL CRITICAL","STANDARD",NA,NA,1
"900","ANDA215061",2022-11-17,2,NA,"GADOBUTROL","SOLUTION;INTRAVENOUS","GADOBUTROL",1,"HENGRUI PHARMA","STANDARD",NA,NA,1
"901","ANDA217480",2023-03-15,2,NA,"GADOBUTROL","SOLUTION;INTRAVENOUS","GADOBUTROL",1,"HAINAN POLY PHARM","STANDARD",NA,NA,1
"902","ANDA216081",2023-09-08,2,NA,"GADOBUTROL","SOLUTION;INTRAVENOUS","GADOBUTROL",1,"HENGRUI PHARMA","STANDARD",NA,NA,1
"903","ANDA210016",2019-11-01,2,NA,"GADOTERATE MEGLUMINE","SOLUTION;INTRAVENOUS","CLARISCAN",1,"GE HEALTHCARE","STANDARD",NA,NA,1
"904","ANDA215304",2022-04-11,2,NA,"GADOTERATE MEGLUMINE","SOLUTION;INTRAVENOUS","GADOTERATE MEGLUMINE",1,"HENGRUI PHARMA","STANDARD",NA,NA,1
"905","ANDA211344",2021-03-31,2,NA,"IBRUTINIB","CAPSULE;ORAL","IBRUTINIB",3,"ZYDUS","STANDARD",NA,NA,1
"906","ANDA210118",2019-07-15,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"907","ANDA211021",2020-03-09,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",1,"JIANGSU HANSOH PHARM","STANDARD",NA,NA,1
"908","ANDA208317",2020-06-18,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",1,"FRESENIUS KABI USA","STANDARD",NA,NA,1
"909","ANDA212446",2020-07-13,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",1,"CIPLA","STANDARD",NA,NA,1
"910","ANDA211501",2020-09-02,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",1,"SLAYBACK PHARMA LLC","STANDARD",NA,NA,1
"911","ANDA213054",2020-10-05,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",3,"DR REDDYS","STANDARD",NA,NA,1
"912","ANDA212081",2020-12-16,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",1,"NANG KUANG PHARM CO","STANDARD",NA,NA,1
"913","ANDA213222",2021-05-21,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",3,"GLENMARK PHARMS LTD","STANDARD",NA,NA,1
"914","ANDA213521",2023-08-14,2,NA,"ICATIBANT ACETATE","INJECTABLE;SUBCUTANEOUS","ICATIBANT ACETATE",1,"EUGIA PHARMA","STANDARD",NA,NA,1
"915","ANDA207231",2016-11-28,2,NA,"ILOPERIDONE","TABLET;ORAL","ILOPERIDONE",3,"INVENTIA","STANDARD",NA,NA,1
"916","ANDA207098",2019-07-22,2,NA,"ILOPERIDONE","TABLET;ORAL","ILOPERIDONE",3,"TARO","STANDARD",NA,NA,1
"917","ANDA206890",2022-05-05,2,NA,"ILOPERIDONE","TABLET;ORAL","ILOPERIDONE",3,"LUPIN LTD","STANDARD",NA,NA,1
"918","ANDA209018",2019-01-07,2,NA,"INGENOL MEBUTATE","GEL;TOPICAL","INGENOL MEBUTATE",3,"PADAGIS ISRAEL","STANDARD",NA,NA,1
"919","ANDA209019",2019-01-09,2,NA,"INGENOL MEBUTATE","GEL;TOPICAL","INGENOL MEBUTATE",3,"PADAGIS ISRAEL","STANDARD",NA,NA,1
"920","ANDA213792",2022-03-30,2,NA,"IOFLUPANE I-123","SOLUTION;INTRAVENOUS","IOFLUPANE I-123",1,"CURIUM","STANDARD",NA,NA,1
"921","ANDA214051",2021-12-30,2,NA,"IVABRADINE HYDROCHLORIDE","TABLET;ORAL","IVABRADINE HYDROCHLORIDE",1,"INGENUS PHARMS LLC","STANDARD",NA,NA,1
"922","ANDA213366",2022-10-05,2,NA,"IVABRADINE HYDROCHLORIDE","TABLET;ORAL","IVABRADINE HYDROCHLORIDE",1,"ANNORA PHARMA","STANDARD",NA,NA,1
"923","ANDA213442",2023-11-29,2,NA,"IVABRADINE HYDROCHLORIDE","TABLET;ORAL","IVABRADINE HYDROCHLORIDE",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"924","ANDA204787",2022-03-17,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"925","ANDA204857",2022-03-17,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"AMNEAL PHARMS","STANDARD",NA,NA,1
"926","ANDA204921",2022-03-17,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"MSN LABS PVT LTD","STANDARD",NA,NA,1
"927","ANDA204974",2022-03-17,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"ALEMBIC","STANDARD",NA,NA,1
"928","ANDA205006",2022-03-17,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"GLENMARK PHARMS LTD","STANDARD",NA,NA,1
"929","ANDA205031",2022-03-17,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"SUN PHARM","STANDARD",NA,NA,1
"930","ANDA205237",2022-03-17,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"SCIEGEN PHARMS INC","STANDARD",NA,NA,1
"931","ANDA208308",2022-03-17,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"INDOCO","STANDARD",NA,NA,1
"932","ANDA214695",2022-03-31,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"933","ANDA205011",2022-07-12,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",3,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"934","ANDA214567",2022-09-23,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",3,"APOTEX","STANDARD",NA,NA,1
"935","ANDA204855",2023-01-05,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",3,"ACTAVIS LABS FL INC","STANDARD",NA,NA,1
"936","ANDA204994",2023-01-05,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"937","ANDA204947",2023-12-15,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"938","ANDA218014",2024-04-02,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"MEDLEY PHARMS","STANDARD",NA,NA,1
"939","ANDA208466",2024-05-24,2,NA,"LACOSAMIDE","TABLET;ORAL","LACOSAMIDE",1,"MACLEODS PHARMS LTD","STANDARD",NA,NA,1
"940","ANDA217193",2024-05-21,2,NA,"LANREOTIDE ACETATE","SOLUTION;SUBCUTANEOUS","LANREOTIDE ACETATE",1,"INVAGEN PHARMS","STANDARD",NA,NA,1
"941","ANDA203007",2020-09-29,2,NA,"LAPATINIB DITOSYLATE","TABLET;ORAL","LAPATINIB DITOSYLATE",1,"NATCO PHARMA LTD","STANDARD",NA,NA,1
"942","ANDA215081",2023-08-04,2,NA,"LIFITEGRAST","SOLUTION/DROPS;OPHTHALMIC","LIFITEGRAST",3,"MICRO LABS","STANDARD",NA,NA,1
"943","ANDA215063",2023-11-07,2,NA,"LIFITEGRAST","SOLUTION/DROPS;OPHTHALMIC","LIFITEGRAST",3,"EUGIA PHARMA","STANDARD",NA,NA,1
"944","ANDA209564",2021-02-09,2,NA,"LINACLOTIDE","CAPSULE;ORAL","LINACLOTIDE",3,"MYLAN","STANDARD",NA,NA,1
"945","ANDA209611",2023-02-07,2,NA,"LINACLOTIDE","CAPSULE;ORAL","LINACLOTIDE",3,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"946","ANDA208335",2021-08-31,2,NA,"LINAGLIPTIN","TABLET;ORAL","LINAGLIPTIN",1,"SUNSHINE","STANDARD",NA,NA,1
"947","ANDA208448",2023-03-30,2,NA,"LINAGLIPTIN","TABLET;ORAL","LINAGLIPTIN",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"948","ANDA202802",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",3,"ACTAVIS ELIZABETH","",NA,NA,1
"949","ANDA202827",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"HIKMA","",NA,NA,1
"950","ANDA202830",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"AMNEAL","",NA,NA,1
"951","ANDA202835",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"MYLAN","",NA,NA,1
"952","ANDA211840",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"SPECGX LLC","STANDARD",NA,NA,1
"953","ANDA214484",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"SUN PHARM INDS INC","STANDARD",NA,NA,1
"954","ANDA214547",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"NORWICH","STANDARD",NA,NA,1
"955","ANDA215330",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"RHODES PHARMS","STANDARD",NA,NA,1
"956","ANDA215802",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"LANNETT CO INC","STANDARD",NA,NA,1
"957","ANDA216266",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"PRINSTON INC","STANDARD",NA,NA,1
"958","ANDA216944",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"APOTEX","STANDARD",NA,NA,1
"959","ANDA217194",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"960","ANDA217442",2023-08-25,2,NA,"LISDEXAMFETAMINE DIMESYLATE","CAPSULE;ORAL","LISDEXAMFETAMINE DIMESYLATE",1,"ASCENT PHARMS INC","STANDARD",NA,NA,1
"961","ANDA208002",2019-01-03,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"AMNEAL PHARMS CO","STANDARD",NA,NA,1
"962","ANDA208028",2019-01-03,2,NA,"LURASIDONE HYDROCHLORIDE","TABLET;ORAL","LURASIDONE HYDROCHLORIDE",1,"INVAGEN PHARMS","STANDARD",NA,NA,1
